,participant,generated_question,evaluation_question,section_id,answer,section_question_id,evaluation_question_id
563,ilec03,What is a normal range ?,Are students reading the text probably able to answer the question?,270,1,270What is a normal range ?,6
564,ilec03,What is a normal range ?,Which kind of information is needed to answer the question?,270,2,270What is a normal range ?,7
565,ilec03,What is a normal range ?,Do you think being able to answer the question is important to work on the topic covered by the text?,270,1,270What is a normal range ?,8
566,ilec03,What is a normal range ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",270,1,270What is a normal range ?,9
567,ilec03,What does the body continuously monitor ?,Could you understand what the question is asking?,270,2,270What does the body continuously monitor ?,1
568,ilec03,What does the body continuously monitor ?,Is the question related to the given text?,270,10,270What does the body continuously monitor ?,2
569,ilec03,What does the body continuously monitor ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",270,10,270What does the body continuously monitor ?,3
570,ilec03,What does the body continuously monitor ?,Is it clear what the question asks for?,270,10,270What does the body continuously monitor ?,4
571,ilec03,What does the body continuously monitor ?,Could you rephrase the question to make it clearer and/or error-free?,270,10,270What does the body continuously monitor ?,5
572,ilec03,What does the body continuously monitor ?,Are students reading the text probably able to answer the question?,270,10,270What does the body continuously monitor ?,6
573,ilec03,What does the body continuously monitor ?,Which kind of information is needed to answer the question?,270,10,270What does the body continuously monitor ?,7
574,ilec03,What does the body continuously monitor ?,Do you think being able to answer the question is important to work on the topic covered by the text?,270,10,270What does the body continuously monitor ?,8
575,ilec03,What does the body continuously monitor ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",270,10,270What does the body continuously monitor ?,9
576,ilec03,What are parallel vectors ?,Could you understand what the question is asking?,263,1,263What are parallel vectors ?,1
577,ilec03,What are parallel vectors ?,Is the question related to the given text?,263,1,263What are parallel vectors ?,2
578,ilec03,What are parallel vectors ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",263,1,263What are parallel vectors ?,3
579,ilec03,What are parallel vectors ?,Is it clear what the question asks for?,263,2,263What are parallel vectors ?,4
580,ilec03,What are parallel vectors ?,Could you rephrase the question to make it clearer and/or error-free?,263,1,263What are parallel vectors ?,5
581,ilec03,What are parallel vectors ?,Are students reading the text probably able to answer the question?,263,1,263What are parallel vectors ?,6
582,ilec03,What are parallel vectors ?,Which kind of information is needed to answer the question?,263,4,263What are parallel vectors ?,7
583,ilec03,What are parallel vectors ?,Do you think being able to answer the question is important to work on the topic covered by the text?,263,1,263What are parallel vectors ?,8
584,ilec03,What are parallel vectors ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",263,3,263What are parallel vectors ?,9
585,ilec03,What is the study of matter that you learn from these things ?,Could you understand what the question is asking?,265,2,265What is the study of matter that you learn from these things ?,1
586,ilec03,What is the study of matter that you learn from these things ?,Is the question related to the given text?,265,10,265What is the study of matter that you learn from these things ?,2
587,ilec03,What is the study of matter that you learn from these things ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",265,10,265What is the study of matter that you learn from these things ?,3
588,ilec03,What is the study of matter that you learn from these things ?,Is it clear what the question asks for?,265,10,265What is the study of matter that you learn from these things ?,4
589,ilec03,What is the study of matter that you learn from these things ?,Could you rephrase the question to make it clearer and/or error-free?,265,10,265What is the study of matter that you learn from these things ?,5
590,ilec03,What is the study of matter that you learn from these things ?,Are students reading the text probably able to answer the question?,265,10,265What is the study of matter that you learn from these things ?,6
591,ilec03,What is the study of matter that you learn from these things ?,Which kind of information is needed to answer the question?,265,10,265What is the study of matter that you learn from these things ?,7
592,ilec03,What is the study of matter that you learn from these things ?,Do you think being able to answer the question is important to work on the topic covered by the text?,265,10,265What is the study of matter that you learn from these things ?,8
593,ilec03,What is the study of matter that you learn from these things ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",265,10,265What is the study of matter that you learn from these things ?,9
594,ilec03,What is systemic anatomy ?,Could you understand what the question is asking?,277,1,277What is systemic anatomy ?,1
595,ilec03,What is systemic anatomy ?,Is the question related to the given text?,277,1,277What is systemic anatomy ?,2
596,ilec03,What is systemic anatomy ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",277,1,277What is systemic anatomy ?,3
597,ilec03,What is systemic anatomy ?,Is it clear what the question asks for?,277,1,277What is systemic anatomy ?,4
598,ilec03,What is systemic anatomy ?,Could you rephrase the question to make it clearer and/or error-free?,277,2,277What is systemic anatomy ?,5
599,ilec03,What is systemic anatomy ?,Are students reading the text probably able to answer the question?,277,1,277What is systemic anatomy ?,6
600,ilec03,What is systemic anatomy ?,Which kind of information is needed to answer the question?,277,2,277What is systemic anatomy ?,7
601,ilec03,What is systemic anatomy ?,Do you think being able to answer the question is important to work on the topic covered by the text?,277,1,277What is systemic anatomy ?,8
602,ilec03,What is systemic anatomy ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",277,1,277What is systemic anatomy ?,9
603,ilec03,What is scientific knowledge grounded in ?,Could you understand what the question is asking?,275,1,275What is scientific knowledge grounded in ?,1
604,ilec03,What is scientific knowledge grounded in ?,Is the question related to the given text?,275,1,275What is scientific knowledge grounded in ?,2
605,ilec03,What is scientific knowledge grounded in ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",275,2,275What is scientific knowledge grounded in ?,3
606,ilec03,What is scientific knowledge grounded in ?,Is it clear what the question asks for?,275,2,275What is scientific knowledge grounded in ?,4
607,ilec03,What is scientific knowledge grounded in ?,Could you rephrase the question to make it clearer and/or error-free?,275,1,275What is scientific knowledge grounded in ?,5
608,ilec03,What is scientific knowledge grounded in ?,Are students reading the text probably able to answer the question?,275,1,275What is scientific knowledge grounded in ?,6
609,ilec03,What is scientific knowledge grounded in ?,Which kind of information is needed to answer the question?,275,2,275What is scientific knowledge grounded in ?,7
610,ilec03,What is scientific knowledge grounded in ?,Do you think being able to answer the question is important to work on the topic covered by the text?,275,2,275What is scientific knowledge grounded in ?,8
611,ilec03,What is scientific knowledge grounded in ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",275,2,275What is scientific knowledge grounded in ?,9
612,ilec03,What does a 2 - liter bottle of a soft drink contain ?,Could you understand what the question is asking?,264,2,264What does a 2 - liter bottle of a soft drink contain ?,1
613,ilec03,What does a 2 - liter bottle of a soft drink contain ?,Is the question related to the given text?,264,10,264What does a 2 - liter bottle of a soft drink contain ?,2
614,ilec03,What does a 2 - liter bottle of a soft drink contain ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",264,10,264What does a 2 - liter bottle of a soft drink contain ?,3
615,ilec03,What does a 2 - liter bottle of a soft drink contain ?,Is it clear what the question asks for?,264,10,264What does a 2 - liter bottle of a soft drink contain ?,4
616,ilec03,What does a 2 - liter bottle of a soft drink contain ?,Could you rephrase the question to make it clearer and/or error-free?,264,10,264What does a 2 - liter bottle of a soft drink contain ?,5
617,ilec03,What does a 2 - liter bottle of a soft drink contain ?,Are students reading the text probably able to answer the question?,264,10,264What does a 2 - liter bottle of a soft drink contain ?,6
618,ilec03,What does a 2 - liter bottle of a soft drink contain ?,Which kind of information is needed to answer the question?,264,10,264What does a 2 - liter bottle of a soft drink contain ?,7
619,ilec03,What does a 2 - liter bottle of a soft drink contain ?,Do you think being able to answer the question is important to work on the topic covered by the text?,264,10,264What does a 2 - liter bottle of a soft drink contain ?,8
620,ilec03,What does a 2 - liter bottle of a soft drink contain ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",264,10,264What does a 2 - liter bottle of a soft drink contain ?,9
621,ilec03,What are the consequences of a manist function ?,Could you understand what the question is asking?,268,1,268What are the consequences of a manist function ?,1
622,ilec03,What are the consequences of a manist function ?,Is the question related to the given text?,268,1,268What are the consequences of a manist function ?,2
623,ilec03,What are the consequences of a manist function ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",268,2,268What are the consequences of a manist function ?,3
624,ilec03,What are the consequences of a manist function ?,Is it clear what the question asks for?,268,2,268What are the consequences of a manist function ?,4
625,ilec03,What are the consequences of a manist function ?,Could you rephrase the question to make it clearer and/or error-free?,268,1,268What are the consequences of a manist function ?,5
626,ilec03,What are the consequences of a manist function ?,Are students reading the text probably able to answer the question?,268,1,268What are the consequences of a manist function ?,6
627,ilec03,What are the consequences of a manist function ?,Which kind of information is needed to answer the question?,268,3,268What are the consequences of a manist function ?,7
628,ilec03,What are the consequences of a manist function ?,Do you think being able to answer the question is important to work on the topic covered by the text?,268,2,268What are the consequences of a manist function ?,8
629,ilec03,What are the consequences of a manist function ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",268,3,268What are the consequences of a manist function ?,9
630,ilec03,What are dysfunctions ?,Could you understand what the question is asking?,268,1,268What are dysfunctions ?,1
631,ilec03,What are dysfunctions ?,Is the question related to the given text?,268,1,268What are dysfunctions ?,2
632,ilec03,What are dysfunctions ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",268,1,268What are dysfunctions ?,3
633,ilec03,What are dysfunctions ?,Is it clear what the question asks for?,268,1,268What are dysfunctions ?,4
634,ilec03,What are dysfunctions ?,Could you rephrase the question to make it clearer and/or error-free?,268,2,268What are dysfunctions ?,5
635,ilec03,What are dysfunctions ?,Are students reading the text probably able to answer the question?,268,1,268What are dysfunctions ?,6
636,ilec03,What are dysfunctions ?,Which kind of information is needed to answer the question?,268,3,268What are dysfunctions ?,7
637,ilec03,What are dysfunctions ?,Do you think being able to answer the question is important to work on the topic covered by the text?,268,1,268What are dysfunctions ?,8
638,ilec03,What are dysfunctions ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",268,2,268What are dysfunctions ?,9
639,ilec03,What is a molecule made up of ?,Could you understand what the question is asking?,278,2,278What is a molecule made up of ?,1
640,ilec03,What is a molecule made up of ?,Is the question related to the given text?,278,10,278What is a molecule made up of ?,2
641,ilec03,What is a molecule made up of ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",278,10,278What is a molecule made up of ?,3
642,ilec03,What is a molecule made up of ?,Is it clear what the question asks for?,278,10,278What is a molecule made up of ?,4
643,ilec03,What is a molecule made up of ?,Could you rephrase the question to make it clearer and/or error-free?,278,10,278What is a molecule made up of ?,5
644,ilec03,What is a molecule made up of ?,Are students reading the text probably able to answer the question?,278,10,278What is a molecule made up of ?,6
645,ilec03,What is a molecule made up of ?,Which kind of information is needed to answer the question?,278,10,278What is a molecule made up of ?,7
646,ilec03,What is a molecule made up of ?,Do you think being able to answer the question is important to work on the topic covered by the text?,278,10,278What is a molecule made up of ?,8
647,ilec03,What is a molecule made up of ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",278,10,278What is a molecule made up of ?,9
648,ilec03,What is microscopic anatomy ?,Could you understand what the question is asking?,261,1,261What is microscopic anatomy ?,1
649,ilec03,What is microscopic anatomy ?,Is the question related to the given text?,261,1,261What is microscopic anatomy ?,2
650,ilec03,What is microscopic anatomy ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",261,1,261What is microscopic anatomy ?,3
651,ilec03,What is microscopic anatomy ?,Is it clear what the question asks for?,261,1,261What is microscopic anatomy ?,4
652,ilec03,What is microscopic anatomy ?,Could you rephrase the question to make it clearer and/or error-free?,261,2,261What is microscopic anatomy ?,5
653,ilec03,What is microscopic anatomy ?,Are students reading the text probably able to answer the question?,261,1,261What is microscopic anatomy ?,6
654,ilec03,What is microscopic anatomy ?,Which kind of information is needed to answer the question?,261,2,261What is microscopic anatomy ?,7
655,ilec03,What is microscopic anatomy ?,Do you think being able to answer the question is important to work on the topic covered by the text?,261,1,261What is microscopic anatomy ?,8
656,ilec03,What is microscopic anatomy ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",261,1,261What is microscopic anatomy ?,9
657,ilec03,What is the study of microscopic anatomy ?,Could you understand what the question is asking?,261,1,261What is the study of microscopic anatomy ?,1
658,ilec03,What is the study of microscopic anatomy ?,Is the question related to the given text?,261,1,261What is the study of microscopic anatomy ?,2
659,ilec03,What is the study of microscopic anatomy ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",261,1,261What is the study of microscopic anatomy ?,3
660,ilec03,What is the study of microscopic anatomy ?,Is it clear what the question asks for?,261,2,261What is the study of microscopic anatomy ?,4
661,ilec03,What is the study of microscopic anatomy ?,Could you rephrase the question to make it clearer and/or error-free?,261,1,261What is the study of microscopic anatomy ?,5
662,ilec03,What is the study of microscopic anatomy ?,Which kind of information is needed to answer the question?,261,2,261What is the study of microscopic anatomy ?,7
663,ilec03,What is the study of microscopic anatomy ?,Do you think being able to answer the question is important to work on the topic covered by the text?,261,1,261What is the study of microscopic anatomy ?,8
664,ilec03,What is the study of microscopic anatomy ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",261,2,261What is the study of microscopic anatomy ?,9
665,ilec03,What is the study of microscopic anatomy ?,Are students reading the text probably able to answer the question?,261,1,261What is the study of microscopic anatomy ?,6
666,ilec03,What is the vector sum of two or more vectors called ?,Could you understand what the question is asking?,260,1,260What is the vector sum of two or more vectors called ?,1
667,ilec03,What is the vector sum of two or more vectors called ?,Is the question related to the given text?,260,1,260What is the vector sum of two or more vectors called ?,2
668,ilec03,What is the vector sum of two or more vectors called ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",260,1,260What is the vector sum of two or more vectors called ?,3
669,ilec03,What is the vector sum of two or more vectors called ?,Is it clear what the question asks for?,260,1,260What is the vector sum of two or more vectors called ?,4
670,ilec03,What is the vector sum of two or more vectors called ?,Could you rephrase the question to make it clearer and/or error-free?,260,2,260What is the vector sum of two or more vectors called ?,5
671,ilec03,What is the vector sum of two or more vectors called ?,Are students reading the text probably able to answer the question?,260,1,260What is the vector sum of two or more vectors called ?,6
672,ilec03,What is the vector sum of two or more vectors called ?,Which kind of information is needed to answer the question?,260,1,260What is the vector sum of two or more vectors called ?,7
673,ilec03,What is the vector sum of two or more vectors called ?,Do you think being able to answer the question is important to work on the topic covered by the text?,260,1,260What is the vector sum of two or more vectors called ?,8
674,ilec03,What is the vector sum of two or more vectors called ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",260,2,260What is the vector sum of two or more vectors called ?,9
675,ilec03,What are measures of physical quantities expressed in ?,Could you understand what the question is asking?,272,1,272What are measures of physical quantities expressed in ?,1
676,ilec03,What are measures of physical quantities expressed in ?,Is the question related to the given text?,272,1,272What are measures of physical quantities expressed in ?,2
677,ilec03,What are measures of physical quantities expressed in ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",272,2,272What are measures of physical quantities expressed in ?,3
678,ilec03,What are measures of physical quantities expressed in ?,Is it clear what the question asks for?,272,2,272What are measures of physical quantities expressed in ?,4
679,ilec03,What are measures of physical quantities expressed in ?,Could you rephrase the question to make it clearer and/or error-free?,272,1,272What are measures of physical quantities expressed in ?,5
680,ilec03,What are measures of physical quantities expressed in ?,Are students reading the text probably able to answer the question?,272,1,272What are measures of physical quantities expressed in ?,6
681,ilec03,What are measures of physical quantities expressed in ?,Which kind of information is needed to answer the question?,272,2,272What are measures of physical quantities expressed in ?,7
682,ilec03,What are measures of physical quantities expressed in ?,Do you think being able to answer the question is important to work on the topic covered by the text?,272,1,272What are measures of physical quantities expressed in ?,8
683,ilec03,What are measures of physical quantities expressed in ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",272,2,272What are measures of physical quantities expressed in ?,9
684,ilec03,What are the units of a system called ?,Could you understand what the question is asking?,279,1,279What are the units of a system called ?,1
685,ilec03,What are the units of a system called ?,Is the question related to the given text?,279,1,279What are the units of a system called ?,2
686,ilec03,What are the units of a system called ?,Is it clear what the question asks for?,279,2,279What are the units of a system called ?,4
687,ilec03,What are the units of a system called ?,Could you rephrase the question to make it clearer and/or error-free?,279,1,279What are the units of a system called ?,5
688,ilec03,What are the units of a system called ?,Are students reading the text probably able to answer the question?,279,1,279What are the units of a system called ?,6
689,ilec03,What are the units of a system called ?,Which kind of information is needed to answer the question?,279,2,279What are the units of a system called ?,7
690,ilec03,What are the units of a system called ?,Do you think being able to answer the question is important to work on the topic covered by the text?,279,2,279What are the units of a system called ?,8
691,ilec03,What are the units of a system called ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",279,3,279What are the units of a system called ?,9
692,ilec03,What is a unit called that is derived from a physical quantity ?,Could you understand what the question is asking?,279,2,279What is a unit called that is derived from a physical quantity ?,1
693,ilec03,What is a unit called that is derived from a physical quantity ?,Is the question related to the given text?,279,10,279What is a unit called that is derived from a physical quantity ?,2
694,ilec03,What is a unit called that is derived from a physical quantity ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",279,10,279What is a unit called that is derived from a physical quantity ?,3
695,ilec03,What is a unit called that is derived from a physical quantity ?,Is it clear what the question asks for?,279,10,279What is a unit called that is derived from a physical quantity ?,4
696,ilec03,What is a unit called that is derived from a physical quantity ?,Could you rephrase the question to make it clearer and/or error-free?,279,10,279What is a unit called that is derived from a physical quantity ?,5
697,ilec03,What is a unit called that is derived from a physical quantity ?,Are students reading the text probably able to answer the question?,279,10,279What is a unit called that is derived from a physical quantity ?,6
698,ilec03,What is a unit called that is derived from a physical quantity ?,Which kind of information is needed to answer the question?,279,10,279What is a unit called that is derived from a physical quantity ?,7
699,ilec03,What is a unit called that is derived from a physical quantity ?,Do you think being able to answer the question is important to work on the topic covered by the text?,279,10,279What is a unit called that is derived from a physical quantity ?,8
700,ilec03,What is a unit called that is derived from a physical quantity ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",279,10,279What is a unit called that is derived from a physical quantity ?,9
701,ilec03,What are the units of a system called ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",279,1,279What are the units of a system called ?,3
702,ilec03,What is virology ?,Could you understand what the question is asking?,267,1,267What is virology ?,1
703,ilec03,What is virology ?,Is the question related to the given text?,267,1,267What is virology ?,2
704,ilec03,What is virology ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",267,1,267What is virology ?,3
705,ilec03,What is virology ?,Is it clear what the question asks for?,267,1,267What is virology ?,4
706,ilec03,What is virology ?,Could you rephrase the question to make it clearer and/or error-free?,267,2,267What is virology ?,5
707,ilec03,What is virology ?,Are students reading the text probably able to answer the question?,267,1,267What is virology ?,6
708,ilec03,What is virology ?,Which kind of information is needed to answer the question?,267,3,267What is virology ?,7
709,ilec03,What is virology ?,Do you think being able to answer the question is important to work on the topic covered by the text?,267,1,267What is virology ?,8
710,ilec03,What is virology ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",267,2,267What is virology ?,9
711,ilec03,What was the general view of postmodern social theory ?,Could you understand what the question is asking?,271,1,271What was the general view of postmodern social theory ?,1
712,ilec03,What was the general view of postmodern social theory ?,Is the question related to the given text?,271,1,271What was the general view of postmodern social theory ?,2
713,ilec03,What was the general view of postmodern social theory ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",271,1,271What was the general view of postmodern social theory ?,3
714,ilec03,What was the general view of postmodern social theory ?,Is it clear what the question asks for?,271,1,271What was the general view of postmodern social theory ?,4
715,ilec03,What was the general view of postmodern social theory ?,Could you rephrase the question to make it clearer and/or error-free?,271,2,271What was the general view of postmodern social theory ?,5
716,ilec03,What was the general view of postmodern social theory ?,Are students reading the text probably able to answer the question?,271,1,271What was the general view of postmodern social theory ?,6
717,ilec03,What was the general view of postmodern social theory ?,Which kind of information is needed to answer the question?,271,2,271What was the general view of postmodern social theory ?,7
718,ilec03,What was the general view of postmodern social theory ?,Do you think being able to answer the question is important to work on the topic covered by the text?,271,1,271What was the general view of postmodern social theory ?,8
719,ilec03,What was the general view of postmodern social theory ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",271,1,271What was the general view of postmodern social theory ?,9
720,ilec03,What did Postmodern social theory reject ?,Could you understand what the question is asking?,271,1,271What did Postmodern social theory reject ?,1
721,ilec03,What did Postmodern social theory reject ?,Is the question related to the given text?,271,2,271What did Postmodern social theory reject ?,2
722,ilec03,What did Postmodern social theory reject ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",271,1,271What did Postmodern social theory reject ?,3
723,ilec03,What did Postmodern social theory reject ?,Is it clear what the question asks for?,271,1,271What did Postmodern social theory reject ?,4
724,ilec03,What did Postmodern social theory reject ?,Could you rephrase the question to make it clearer and/or error-free?,271,2,271What did Postmodern social theory reject ?,5
725,ilec03,What did Postmodern social theory reject ?,Are students reading the text probably able to answer the question?,271,2,271What did Postmodern social theory reject ?,6
726,ilec03,What did Postmodern social theory reject ?,Which kind of information is needed to answer the question?,271,2,271What did Postmodern social theory reject ?,7
727,ilec03,What did Postmodern social theory reject ?,Do you think being able to answer the question is important to work on the topic covered by the text?,271,2,271What did Postmodern social theory reject ?,8
728,ilec03,What did Postmodern social theory reject ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",271,2,271What did Postmodern social theory reject ?,9
729,ilec03,What is the order of magnitude of a number designed to do ?,Could you understand what the question is asking?,274,1,274What is the order of magnitude of a number designed to do ?,1
730,ilec03,What is the order of magnitude of a number designed to do ?,Is the question related to the given text?,274,1,274What is the order of magnitude of a number designed to do ?,2
731,ilec03,What is the order of magnitude of a number designed to do ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",274,1,274What is the order of magnitude of a number designed to do ?,3
732,ilec03,What is the order of magnitude of a number designed to do ?,Is it clear what the question asks for?,274,1,274What is the order of magnitude of a number designed to do ?,4
733,ilec03,What is the order of magnitude of a number designed to do ?,Could you rephrase the question to make it clearer and/or error-free?,274,2,274What is the order of magnitude of a number designed to do ?,5
734,ilec03,What is the order of magnitude of a number designed to do ?,Are students reading the text probably able to answer the question?,274,1,274What is the order of magnitude of a number designed to do ?,6
735,ilec03,What is the order of magnitude of a number designed to do ?,Which kind of information is needed to answer the question?,274,2,274What is the order of magnitude of a number designed to do ?,7
736,ilec03,What is the order of magnitude of a number designed to do ?,Do you think being able to answer the question is important to work on the topic covered by the text?,274,1,274What is the order of magnitude of a number designed to do ?,8
737,ilec03,What is the order of magnitude of a number designed to do ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",274,1,274What is the order of magnitude of a number designed to do ?,9
738,ilec03,What is the main focus of humanism ?,Could you understand what the question is asking?,266,1,266What is the main focus of humanism ?,1
739,ilec03,What is the main focus of humanism ?,Is the question related to the given text?,266,1,266What is the main focus of humanism ?,2
740,ilec03,What is the main focus of humanism ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",266,1,266What is the main focus of humanism ?,3
741,ilec03,What is the main focus of humanism ?,Is it clear what the question asks for?,266,1,266What is the main focus of humanism ?,4
742,ilec03,What is the main focus of humanism ?,Could you rephrase the question to make it clearer and/or error-free?,266,2,266What is the main focus of humanism ?,5
743,ilec03,What is the main focus of humanism ?,Are students reading the text probably able to answer the question?,266,1,266What is the main focus of humanism ?,6
744,ilec03,What is the main focus of humanism ?,Which kind of information is needed to answer the question?,266,4,266What is the main focus of humanism ?,7
745,ilec03,What is the main focus of humanism ?,Do you think being able to answer the question is important to work on the topic covered by the text?,266,1,266What is the main focus of humanism ?,8
746,ilec03,What is the main focus of humanism ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",266,1,266What is the main focus of humanism ?,9
747,ilec03,The brain signals the adrenal glands to release epinephrine ?,Could you understand what the question is asking?,262,2,262The brain signals the adrenal glands to release epinephrine ?,1
748,ilec03,The brain signals the adrenal glands to release epinephrine ?,Is the question related to the given text?,262,10,262The brain signals the adrenal glands to release epinephrine ?,2
749,ilec03,The brain signals the adrenal glands to release epinephrine ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",262,10,262The brain signals the adrenal glands to release epinephrine ?,3
750,ilec03,The brain signals the adrenal glands to release epinephrine ?,Is it clear what the question asks for?,262,10,262The brain signals the adrenal glands to release epinephrine ?,4
751,ilec03,The brain signals the adrenal glands to release epinephrine ?,Could you rephrase the question to make it clearer and/or error-free?,262,10,262The brain signals the adrenal glands to release epinephrine ?,5
752,ilec03,The brain signals the adrenal glands to release epinephrine ?,Are students reading the text probably able to answer the question?,262,10,262The brain signals the adrenal glands to release epinephrine ?,6
753,ilec03,The brain signals the adrenal glands to release epinephrine ?,Which kind of information is needed to answer the question?,262,10,262The brain signals the adrenal glands to release epinephrine ?,7
754,ilec03,The brain signals the adrenal glands to release epinephrine ?,Do you think being able to answer the question is important to work on the topic covered by the text?,262,10,262The brain signals the adrenal glands to release epinephrine ?,8
755,ilec03,The brain signals the adrenal glands to release epinephrine ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",262,10,262The brain signals the adrenal glands to release epinephrine ?,9
756,ilec03,What is thyroid hormone ?,Could you understand what the question is asking?,262,1,262What is thyroid hormone ?,1
757,ilec03,What is thyroid hormone ?,Is the question related to the given text?,262,2,262What is thyroid hormone ?,2
758,ilec03,What is thyroid hormone ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",262,1,262What is thyroid hormone ?,3
759,ilec03,What is thyroid hormone ?,Is it clear what the question asks for?,262,1,262What is thyroid hormone ?,4
760,ilec03,What is thyroid hormone ?,Could you rephrase the question to make it clearer and/or error-free?,262,2,262What is thyroid hormone ?,5
761,ilec03,What is thyroid hormone ?,Are students reading the text probably able to answer the question?,262,2,262What is thyroid hormone ?,6
762,ilec03,What is thyroid hormone ?,Which kind of information is needed to answer the question?,262,2,262What is thyroid hormone ?,7
763,ilec03,What is thyroid hormone ?,Do you think being able to answer the question is important to work on the topic covered by the text?,262,2,262What is thyroid hormone ?,8
764,ilec03,What is thyroid hormone ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",262,2,262What is thyroid hormone ?,9
765,ilec03,What is diverted into a network of deep veins ?,Could you understand what the question is asking?,262,1,262What is diverted into a network of deep veins ?,1
766,ilec03,What is diverted into a network of deep veins ?,Is the question related to the given text?,262,1,262What is diverted into a network of deep veins ?,2
767,ilec03,What is diverted into a network of deep veins ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",262,1,262What is diverted into a network of deep veins ?,3
768,ilec03,What is diverted into a network of deep veins ?,Is it clear what the question asks for?,262,2,262What is diverted into a network of deep veins ?,4
769,ilec03,What is diverted into a network of deep veins ?,Could you rephrase the question to make it clearer and/or error-free?,262,1,262What is diverted into a network of deep veins ?,5
770,ilec03,What is diverted into a network of deep veins ?,Are students reading the text probably able to answer the question?,262,1,262What is diverted into a network of deep veins ?,6
771,ilec03,What is diverted into a network of deep veins ?,Which kind of information is needed to answer the question?,262,4,262What is diverted into a network of deep veins ?,7
772,ilec03,What is diverted into a network of deep veins ?,Do you think being able to answer the question is important to work on the topic covered by the text?,262,2,262What is diverted into a network of deep veins ?,8
773,ilec03,What is diverted into a network of deep veins ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",262,3,262What is diverted into a network of deep veins ?,9
774,ilec03,What is displacement ?,Could you understand what the question is asking?,276,1,276What is displacement ?,1
775,ilec03,What is displacement ?,Is the question related to the given text?,276,1,276What is displacement ?,2
776,ilec03,What is displacement ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",276,1,276What is displacement ?,3
777,ilec03,What is displacement ?,Is it clear what the question asks for?,276,1,276What is displacement ?,4
778,ilec03,What is displacement ?,Could you rephrase the question to make it clearer and/or error-free?,276,2,276What is displacement ?,5
779,ilec03,What is displacement ?,Are students reading the text probably able to answer the question?,276,1,276What is displacement ?,6
780,ilec03,What is displacement ?,Which kind of information is needed to answer the question?,276,2,276What is displacement ?,7
781,ilec03,What is displacement ?,Do you think being able to answer the question is important to work on the topic covered by the text?,276,1,276What is displacement ?,8
782,ilec03,What is displacement ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",276,1,276What is displacement ?,9
